catalog_id,title,region,edition,family_key,provisional_work_key,content_type,role,target_field,proposed_company,proposed_company_slug,source_names,company_resolution,current_company,recommended_action,confidence,safe_for_catalog_import,evidence_scope,source_count,sources,source_grades,source_urls,evidence_summary,guardrail,identifier_warning,current_cusa,pricecharting_model_cusa,previous_value,new_company_name,new_company_slug,field_source,reviewed_at,review_batch,publication_status
ps4-days-gone-collector%27s-edition,Days Gone [Collector's Edition],PAL España,standard,days gone,days gone,EDITION_VARIANT,DEVELOPER,developer,Bend Studio,bend-studio,Bend Studio,EXACT_NAME_OR_ALIAS,,ADD_MISSING,HIGH,NO,GAME_WORK | GAME_WORK_OR_PS4_RELEASE,2,STEAM_STORE | WIKIPEDIA_PS4_LIST,B_OTHER_PLATFORM | B_PS4_RELEASE,https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L) | https://store.steampowered.com/app/1259420,"La lista específica de PS4 atribuye el desarrollo a esta compañía. | La ficha comercial de Steam confirma la desarrolladora de la obra, no necesariamente el port de PS4.",No propagar a ports o compilaciones sin comprobar sus créditos propios.,,,,,Bend Studio,bend-studio,official,2026-09-05,company-credit-ps4-pal-high-additions-1,READY_ADD_MISSING
ps4-days-gone-limited-edition,Days Gone [Limited Edition],PAL España,standard,days gone,days gone,EDITION_VARIANT,DEVELOPER,developer,Bend Studio,bend-studio,Bend Studio,EXACT_NAME_OR_ALIAS,,ADD_MISSING,HIGH,NO,EXACT_PHYSICAL_EDITION | GAME_WORK | GAME_WORK_OR_PS4_RELEASE,3,PRICECHARTING_EXACT_PAL_PAGE | STEAM_STORE | WIKIPEDIA_PS4_LIST,B_EXACT_PHYSICAL | B_OTHER_PLATFORM | B_PS4_RELEASE,https://www.pricecharting.com/game/pal-playstation-4/days-gone-limited-edition | https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L) | https://store.steampowered.com/app/1259420,"La ficha enlazada de la edición física PAL atribuye el desarrollo a esta compañía. | La lista específica de PS4 atribuye el desarrollo a esta compañía. | La ficha comercial de Steam confirma la desarrolladora de la obra, no necesariamente el port de PS4.",No propagar a ports o compilaciones sin comprobar sus créditos propios.,,,,,Bend Studio,bend-studio,official,2026-09-05,company-credit-ps4-pal-high-additions-1,READY_ADD_MISSING
ps4-days-gone-limited-edition,Days Gone [Limited Edition],PAL España,standard,days gone,days gone,EDITION_VARIANT,PHYSICAL_PUBLISHER_OR_DISTRIBUTOR,publisher,Sony Interactive Entertainment,sony-interactive-entertainment,Sony Interactive Entertainment,EXACT_NAME_OR_ALIAS,,ADD_MISSING,HIGH,NO,EXACT_PHYSICAL_EDITION | PAL_RELEASE,2,PRICECHARTING_EXACT_PAL_PAGE | WIKIPEDIA_PS4_LIST_PAL,B_EXACT_PHYSICAL | B_PAL_RELEASE,https://www.pricecharting.com/game/pal-playstation-4/days-gone-limited-edition | https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L),La ficha exacta de la edición física PAL etiqueta a esta compañía como Publisher; puede representar publicación o distribución física. | La columna PAL de la lista de PS4 atribuye la publicación a esta compañía.,Confirmar si la etiqueta Publisher representa publicación o distribución en la caja PAL.,,,,,Sony Interactive Entertainment,sony-interactive-entertainment,pricecharting,2026-09-05,company-credit-ps4-pal-high-additions-1,READY_ADD_MISSING
ps4-days-gone-special-edition,Days Gone [Special Edition],PAL España,standard,days gone,days gone,EDITION_VARIANT,DEVELOPER,developer,Bend Studio,bend-studio,Bend Studio,EXACT_NAME_OR_ALIAS,,ADD_MISSING,HIGH,NO,GAME_WORK | GAME_WORK_OR_PS4_RELEASE,2,STEAM_STORE | WIKIPEDIA_PS4_LIST,B_OTHER_PLATFORM | B_PS4_RELEASE,https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L) | https://store.steampowered.com/app/1259420,"La lista específica de PS4 atribuye el desarrollo a esta compañía. | La ficha comercial de Steam confirma la desarrolladora de la obra, no necesariamente el port de PS4.",No propagar a ports o compilaciones sin comprobar sus créditos propios.,,,,,Bend Studio,bend-studio,official,2026-09-05,company-credit-ps4-pal-high-additions-1,READY_ADD_MISSING
ps4-dead-by-daylight-nightmare-edition,Dead by Daylight [Nightmare Edition],PAL España,standard,dead by daylight,dead by daylight,GAME_OR_UNKNOWN,DEVELOPER,developer,Behaviour Interactive,behaviour-interactive,Behaviour Interactive | Behaviour Interactive Inc.,EXACT_NAME_OR_ALIAS,,ADD_MISSING,HIGH,NO,GAME_WORK | GAME_WORK_OR_PS4_RELEASE,2,STEAM_STORE | WIKIPEDIA_PS4_LIST,B_OTHER_PLATFORM | B_PS4_RELEASE,https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L) | https://store.steampowered.com/app/381210,"La lista específica de PS4 atribuye el desarrollo a esta compañía. | La ficha comercial de Steam confirma la desarrolladora de la obra, no necesariamente el port de PS4.",No propagar a ports o compilaciones sin comprobar sus créditos propios.,,,,,Behaviour Interactive,behaviour-interactive,official,2026-09-05,company-credit-ps4-pal-high-additions-1,READY_ADD_MISSING
ps4-dead-cells,Dead Cells,PAL España,standard,dead cells,dead cells,GAME_OR_UNKNOWN,DEVELOPER,developer,Motion Twin,motion-twin,Motion Twin,EXACT_NAME_OR_ALIAS,,ADD_MISSING,HIGH,NO,GAME_WORK | GAME_WORK_OR_PS4_RELEASE | PS4_RELEASE,4,LAUNCHBOX_GAMES_DB | STEAM_STORE | WIKIDATA | WIKIPEDIA_PS4_LIST,B_OTHER_PLATFORM | B_PS4_RELEASE | C_DISCOVERY,https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L) | https://store.steampowered.com/app/588650 | https://www.wikidata.org/wiki/Q30639210 | https://gamesdb.launchbox-app.com/games/details/207737,"La lista específica de PS4 atribuye el desarrollo a esta compañía. | La ficha comercial de Steam confirma la desarrolladora de la obra, no necesariamente el port de PS4. | Wikidata registra la compañía como desarrolladora. | LaunchBox registra esta desarrolladora para su ficha de PS4.",No propagar a ports o compilaciones sin comprobar sus créditos propios.,,CUSA10484_00,,,Motion Twin,motion-twin,official,2026-09-05,company-credit-ps4-pal-high-additions-1,READY_ADD_MISSING
ps4-dead-cells-prisoner%27s-edition,Dead Cells [Prisoner's Edition],PAL España,standard,dead cells,dead cells,GAME_OR_UNKNOWN,DEVELOPER,developer,Motion Twin,motion-twin,Motion Twin,EXACT_NAME_OR_ALIAS,,ADD_MISSING,HIGH,NO,GAME_WORK | GAME_WORK_OR_PS4_RELEASE | PS4_RELEASE,4,LAUNCHBOX_GAMES_DB | STEAM_STORE | WIKIDATA | WIKIPEDIA_PS4_LIST,B_OTHER_PLATFORM | B_PS4_RELEASE | C_DISCOVERY,https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L) | https://store.steampowered.com/app/588650 | https://www.wikidata.org/wiki/Q30639210 | https://gamesdb.launchbox-app.com/games/details/207737,"La lista específica de PS4 atribuye el desarrollo a esta compañía. | La ficha comercial de Steam confirma la desarrolladora de la obra, no necesariamente el port de PS4. | Wikidata registra la compañía como desarrolladora. | LaunchBox registra esta desarrolladora para su ficha de PS4.",No propagar a ports o compilaciones sin comprobar sus créditos propios.,,,,,Motion Twin,motion-twin,official,2026-09-05,company-credit-ps4-pal-high-additions-1,READY_ADD_MISSING
ps4-dead-cells-signature-edition,Dead Cells [Signature Edition],PAL España,standard,dead cells,dead cells,GAME_OR_UNKNOWN,DEVELOPER,developer,Motion Twin,motion-twin,Motion Twin,EXACT_NAME_OR_ALIAS,,ADD_MISSING,HIGH,NO,EXACT_PHYSICAL_EDITION | GAME_WORK | GAME_WORK_OR_PS4_RELEASE | PS4_RELEASE,5,LAUNCHBOX_GAMES_DB | PRICECHARTING_EXACT_PAL_PAGE | STEAM_STORE | WIKIDATA | WIKIPEDIA_PS4_LIST,B_EXACT_PHYSICAL | B_OTHER_PLATFORM | B_PS4_RELEASE | C_DISCOVERY,https://www.pricecharting.com/game/pal-playstation-4/dead-cells-signature-edition | https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L) | https://store.steampowered.com/app/588650 | https://www.wikidata.org/wiki/Q30639210 | https://gamesdb.launchbox-app.com/games/details/207737,"La ficha enlazada de la edición física PAL atribuye el desarrollo a esta compañía. | La lista específica de PS4 atribuye el desarrollo a esta compañía. | La ficha comercial de Steam confirma la desarrolladora de la obra, no necesariamente el port de PS4. | Wikidata registra la compañía como desarrolladora. | LaunchBox registra esta desarrolladora para su ficha de PS4.",No propagar a ports o compilaciones sin comprobar sus créditos propios.,,,,,Motion Twin,motion-twin,official,2026-09-05,company-credit-ps4-pal-high-additions-1,READY_ADD_MISSING
ps4-dead-cells-signature-edition,Dead Cells [Signature Edition],PAL España,standard,dead cells,dead cells,GAME_OR_UNKNOWN,PHYSICAL_PUBLISHER_OR_DISTRIBUTOR,publisher,Motion Twin,motion-twin,Motion Twin,EXACT_NAME_OR_ALIAS,,ADD_MISSING,HIGH,NO,EXACT_PHYSICAL_EDITION | PAL_RELEASE,2,PRICECHARTING_EXACT_PAL_PAGE | WIKIPEDIA_PS4_LIST_PAL,B_EXACT_PHYSICAL | B_PAL_RELEASE,https://www.pricecharting.com/game/pal-playstation-4/dead-cells-signature-edition | https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L),La ficha exacta de la edición física PAL etiqueta a esta compañía como Publisher; puede representar publicación o distribución física. | La columna PAL de la lista de PS4 atribuye la publicación a esta compañía.,Confirmar si la etiqueta Publisher representa publicación o distribución en la caja PAL.,,,,,Motion Twin,motion-twin,pricecharting,2026-09-05,company-credit-ps4-pal-high-additions-1,READY_ADD_MISSING
ps4-dead-or-alive-6-steelbook-edition,Dead or Alive 6 [Steelbook Edition],PAL España,standard,dead or alive 6,dead or alive 6,EDITION_VARIANT,PHYSICAL_PUBLISHER_OR_DISTRIBUTOR,publisher,Koei Tecmo,koei-tecmo,Koei Tecmo,EXACT_NAME_OR_ALIAS,,ADD_MISSING,HIGH,NO,EXACT_PHYSICAL_EDITION | PAL_RELEASE,2,PRICECHARTING_EXACT_PAL_PAGE | WIKIPEDIA_PS4_LIST_PAL,B_EXACT_PHYSICAL | B_PAL_RELEASE,https://www.pricecharting.com/game/pal-playstation-4/dead-or-alive-6-steelbook-edition | https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L),La ficha exacta de la edición física PAL etiqueta a esta compañía como Publisher; puede representar publicación o distribución física. | La columna PAL de la lista de PS4 atribuye la publicación a esta compañía.,Confirmar si la etiqueta Publisher representa publicación o distribución en la caja PAL.,,,,,Koei Tecmo,koei-tecmo,pricecharting,2026-09-05,company-credit-ps4-pal-high-additions-1,READY_ADD_MISSING
ps4-death-end-re;quest,Death end re;Quest,PAL España,standard,death end re quest,death end re quest,GAME_OR_UNKNOWN,DEVELOPER,developer,"Idea Factory Co., Ltd.",idea-factory,Idea Factory,EXACT_NAME_OR_ALIAS,,ADD_MISSING,HIGH,NO,GAME_WORK | GAME_WORK_OR_PS4_RELEASE | PS4_RELEASE,3,LAUNCHBOX_GAMES_DB | STEAM_STORE | WIKIPEDIA_PS4_LIST,B_OTHER_PLATFORM | B_PS4_RELEASE | C_DISCOVERY,https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L) | https://store.steampowered.com/app/990050 | https://gamesdb.launchbox-app.com/games/details/163393,"La lista específica de PS4 atribuye el desarrollo a esta compañía. | La ficha comercial de Steam confirma la desarrolladora de la obra, no necesariamente el port de PS4. | LaunchBox registra esta desarrolladora para su ficha de PS4.",No propagar a ports o compilaciones sin comprobar sus créditos propios.,,CUSA09163_00,,,"Idea Factory Co., Ltd.",idea-factory,official,2026-09-05,company-credit-ps4-pal-high-additions-1,READY_ADD_MISSING
ps4-death-end-re;quest-limited-edition,Death end re;Quest [Limited Edition],PAL España,standard,death end re quest,death end re quest,EDITION_VARIANT,DEVELOPER,developer,"Idea Factory Co., Ltd.",idea-factory,Idea Factory,EXACT_NAME_OR_ALIAS,,ADD_MISSING,HIGH,NO,GAME_WORK | GAME_WORK_OR_PS4_RELEASE | PS4_RELEASE,3,LAUNCHBOX_GAMES_DB | STEAM_STORE | WIKIPEDIA_PS4_LIST,B_OTHER_PLATFORM | B_PS4_RELEASE | C_DISCOVERY,https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L) | https://store.steampowered.com/app/990050 | https://gamesdb.launchbox-app.com/games/details/163393,"La lista específica de PS4 atribuye el desarrollo a esta compañía. | La ficha comercial de Steam confirma la desarrolladora de la obra, no necesariamente el port de PS4. | LaunchBox registra esta desarrolladora para su ficha de PS4.",No propagar a ports o compilaciones sin comprobar sus créditos propios.,,,,,"Idea Factory Co., Ltd.",idea-factory,official,2026-09-05,company-credit-ps4-pal-high-additions-1,READY_ADD_MISSING
ps4-death-stranding-collector%27s-edition,Death Stranding [Collector's Edition],PAL España,standard,death stranding,death stranding,EDITION_VARIANT,DEVELOPER,developer,Kojima Productions,kojima-productions,Kojima Productions,EXACT_NAME_OR_ALIAS,,ADD_MISSING,HIGH,NO,EXACT_PHYSICAL_EDITION | GAME_WORK_OR_PS4_RELEASE | PS4_RELEASE,3,LAUNCHBOX_GAMES_DB | PRICECHARTING_EXACT_PAL_PAGE | WIKIPEDIA_PS4_LIST,B_EXACT_PHYSICAL | B_PS4_RELEASE | C_DISCOVERY,https://www.pricecharting.com/game/pal-playstation-4/death-stranding-collector%27s-edition | https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L) | https://gamesdb.launchbox-app.com/games/details/172172,La ficha enlazada de la edición física PAL atribuye el desarrollo a esta compañía. | La lista específica de PS4 atribuye el desarrollo a esta compañía. | LaunchBox registra esta desarrolladora para su ficha de PS4.,No propagar a ports o compilaciones sin comprobar sus créditos propios.,,,,,Kojima Productions,kojima-productions,pricecharting,2026-09-05,company-credit-ps4-pal-high-additions-1,READY_ADD_MISSING
ps4-death-stranding-collector%27s-edition,Death Stranding [Collector's Edition],PAL España,standard,death stranding,death stranding,EDITION_VARIANT,PHYSICAL_PUBLISHER_OR_DISTRIBUTOR,publisher,Sony Interactive Entertainment,sony-interactive-entertainment,Sony Interactive Entertainment,EXACT_NAME_OR_ALIAS,,ADD_MISSING,HIGH,NO,EXACT_PHYSICAL_EDITION | PAL_RELEASE,2,PRICECHARTING_EXACT_PAL_PAGE | WIKIPEDIA_PS4_LIST_PAL,B_EXACT_PHYSICAL | B_PAL_RELEASE,https://www.pricecharting.com/game/pal-playstation-4/death-stranding-collector%27s-edition | https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L),La ficha exacta de la edición física PAL etiqueta a esta compañía como Publisher; puede representar publicación o distribución física. | La columna PAL de la lista de PS4 atribuye la publicación a esta compañía.,Confirmar si la etiqueta Publisher representa publicación o distribución en la caja PAL.,,,,,Sony Interactive Entertainment,sony-interactive-entertainment,pricecharting,2026-09-05,company-credit-ps4-pal-high-additions-1,READY_ADD_MISSING
ps4-death-stranding-special-edition,Death Stranding [Special Edition],PAL España,standard,death stranding,death stranding,EDITION_VARIANT,DEVELOPER,developer,Kojima Productions,kojima-productions,Kojima Productions,EXACT_NAME_OR_ALIAS,,ADD_MISSING,HIGH,NO,EXACT_PHYSICAL_EDITION | GAME_WORK_OR_PS4_RELEASE | PS4_RELEASE,3,LAUNCHBOX_GAMES_DB | PRICECHARTING_EXACT_PAL_PAGE | WIKIPEDIA_PS4_LIST,B_EXACT_PHYSICAL | B_PS4_RELEASE | C_DISCOVERY,https://www.pricecharting.com/game/pal-playstation-4/death-stranding-special-edition | https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L) | https://gamesdb.launchbox-app.com/games/details/172172,La ficha enlazada de la edición física PAL atribuye el desarrollo a esta compañía. | La lista específica de PS4 atribuye el desarrollo a esta compañía. | LaunchBox registra esta desarrolladora para su ficha de PS4.,No propagar a ports o compilaciones sin comprobar sus créditos propios.,,,CUSA12605_00,,Kojima Productions,kojima-productions,pricecharting,2026-09-05,company-credit-ps4-pal-high-additions-1,READY_ADD_MISSING
ps4-destiny-steelbook-edition,Destiny [Steelbook Edition],PAL España,standard,destiny,destiny,EDITION_VARIANT,DEVELOPER,developer,Bungie,bungie,Bungie,EXACT_NAME_OR_ALIAS,,ADD_MISSING,HIGH,NO,EXACT_PHYSICAL_EDITION | GAME_WORK | GAME_WORK_OR_PS4_RELEASE | PS4_RELEASE,4,LAUNCHBOX_GAMES_DB | PRICECHARTING_EXACT_PAL_PAGE | WIKIDATA | WIKIPEDIA_PS4_LIST,B_EXACT_PHYSICAL | B_PS4_RELEASE | C_DISCOVERY,https://www.pricecharting.com/game/pal-playstation-4/destiny-steelbook-edition | https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L) | https://www.wikidata.org/wiki/Q210275 | https://gamesdb.launchbox-app.com/games/details/20950,La ficha enlazada de la edición física PAL atribuye el desarrollo a esta compañía. | La lista específica de PS4 atribuye el desarrollo a esta compañía. | Wikidata registra la compañía como desarrolladora. | LaunchBox registra esta desarrolladora para su ficha de PS4.,No propagar a ports o compilaciones sin comprobar sus créditos propios.,,,,,Bungie,bungie,pricecharting,2026-09-05,company-credit-ps4-pal-high-additions-1,READY_ADD_MISSING
ps4-deus-ex-mankind-divided-collector%27s-edition,Deus Ex: Mankind Divided [Collector's Edition],PAL España,standard,deus ex mankind divided,deus ex mankind divided,EDITION_VARIANT,DEVELOPER,developer,Eidos Montreal,eidos-montreal,Eidos-Montréal | Eidos Montréal | Eidos Montreal,EXACT_NAME_OR_ALIAS,,ADD_MISSING,HIGH,NO,GAME_WORK | GAME_WORK_OR_PS4_RELEASE | MATCHED_PS4_PRODUCT | PS4_RELEASE,5,LAUNCHBOX_GAMES_DB | PLAYSTATION_STORE_EXPLICIT_CREDIT | STEAM_STORE | WIKIDATA | WIKIPEDIA_PS4_LIST,A_OFFICIAL_MATCHED_TITLE_CREDIT | B_OTHER_PLATFORM | B_PS4_RELEASE | C_DISCOVERY,https://store.playstation.com/es-es/product/EP0082-CUSA01836_00-DXMANKINDIVIDED0 | https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L) | https://store.steampowered.com/app/337000 | https://www.wikidata.org/wiki/Q19772510 | https://gamesdb.launchbox-app.com/games/details/32156,"Developed by Eidos-Montréal | La lista específica de PS4 atribuye el desarrollo a esta compañía. | La ficha comercial de Steam confirma la desarrolladora de la obra, no necesariamente el port de PS4. | Wikidata registra la compañía como desarrolladora. | LaunchBox registra esta desarrolladora para su ficha de PS4.",No propagar a ports o compilaciones sin comprobar sus créditos propios.,,,,,Eidos Montreal,eidos-montreal,official,2026-09-05,company-credit-ps4-pal-high-additions-1,READY_ADD_MISSING
ps4-deus-ex-mankind-divided-day-one-edition-steelbook,Deus Ex: Mankind Divided [Day One Edition Steelbook],PAL España,standard,deus ex mankind divided,deus ex mankind divided,EDITION_VARIANT,DEVELOPER,developer,Eidos Montreal,eidos-montreal,Eidos-Montréal | Eidos Montréal | Eidos Montreal,EXACT_NAME_OR_ALIAS,,ADD_MISSING,HIGH,NO,GAME_WORK | GAME_WORK_OR_PS4_RELEASE | MATCHED_PS4_PRODUCT | PS4_RELEASE,5,LAUNCHBOX_GAMES_DB | PLAYSTATION_STORE_EXPLICIT_CREDIT | STEAM_STORE | WIKIDATA | WIKIPEDIA_PS4_LIST,A_OFFICIAL_MATCHED_TITLE_CREDIT | B_OTHER_PLATFORM | B_PS4_RELEASE | C_DISCOVERY,https://store.playstation.com/es-es/product/EP0082-CUSA01836_00-DXMANKINDIVIDED0 | https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L) | https://store.steampowered.com/app/337000 | https://www.wikidata.org/wiki/Q19772510 | https://gamesdb.launchbox-app.com/games/details/32156,"Developed by Eidos-Montréal | La lista específica de PS4 atribuye el desarrollo a esta compañía. | La ficha comercial de Steam confirma la desarrolladora de la obra, no necesariamente el port de PS4. | Wikidata registra la compañía como desarrolladora. | LaunchBox registra esta desarrolladora para su ficha de PS4.",No propagar a ports o compilaciones sin comprobar sus créditos propios.,,,,,Eidos Montreal,eidos-montreal,official,2026-09-05,company-credit-ps4-pal-high-additions-1,READY_ADD_MISSING
ps4-devil-may-cry-5-deluxe-steelbook-edition,Devil May Cry 5 [Deluxe Steelbook Edition],PAL España,standard,devil may cry 5,devil may cry 5,EDITION_VARIANT,DEVELOPER,developer,Capcom,capcom,Capcom | CAPCOM Co Ltd.,EXACT_NAME_OR_ALIAS,,ADD_MISSING,HIGH,NO,GAME_WORK | GAME_WORK_OR_PS4_RELEASE | PS4_RELEASE,3,LAUNCHBOX_GAMES_DB | STEAM_STORE | WIKIPEDIA_PS4_LIST,B_OTHER_PLATFORM | B_PS4_RELEASE | C_DISCOVERY,https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L) | https://store.steampowered.com/app/601150 | https://gamesdb.launchbox-app.com/games/details/163725,"La lista específica de PS4 atribuye el desarrollo a esta compañía. | La ficha comercial de Steam confirma la desarrolladora de la obra, no necesariamente el port de PS4. | LaunchBox registra esta desarrolladora para su ficha de PS4.",No propagar a ports o compilaciones sin comprobar sus créditos propios.,,,,,Capcom,capcom,official,2026-09-05,company-credit-ps4-pal-high-additions-1,READY_ADD_MISSING
ps4-devil-may-cry-5-lenticular-edition,Devil May Cry 5 [Lenticular Edition],PAL España,standard,devil may cry 5,devil may cry 5,GAME_OR_UNKNOWN,DEVELOPER,developer,Capcom,capcom,Capcom | CAPCOM Co Ltd.,EXACT_NAME_OR_ALIAS,,ADD_MISSING,HIGH,NO,GAME_WORK | GAME_WORK_OR_PS4_RELEASE | PS4_RELEASE,3,LAUNCHBOX_GAMES_DB | STEAM_STORE | WIKIPEDIA_PS4_LIST,B_OTHER_PLATFORM | B_PS4_RELEASE | C_DISCOVERY,https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L) | https://store.steampowered.com/app/601150 | https://gamesdb.launchbox-app.com/games/details/163725,"La lista específica de PS4 atribuye el desarrollo a esta compañía. | La ficha comercial de Steam confirma la desarrolladora de la obra, no necesariamente el port de PS4. | LaunchBox registra esta desarrolladora para su ficha de PS4.",No propagar a ports o compilaciones sin comprobar sus créditos propios.,,,,,Capcom,capcom,official,2026-09-05,company-credit-ps4-pal-high-additions-1,READY_ADD_MISSING
ps4-diablo-iv,Diablo IV,PAL España,standard,diablo iv,diablo iv,GAME_OR_UNKNOWN,DEVELOPER,developer,Blizzard Entertainment,blizzard-entertainment,Blizzard Entertainment | Blizzard Entertainment Inc.,EXACT_NAME_OR_ALIAS,,ADD_MISSING,HIGH,NO,GAME_WORK | GAME_WORK_OR_PS4_RELEASE,3,STEAM_STORE | WIKIDATA | WIKIPEDIA_PS4_LIST,B_OTHER_PLATFORM | B_PS4_RELEASE | C_DISCOVERY,https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L) | https://store.steampowered.com/app/2344520 | https://www.wikidata.org/wiki/Q73154387,"La lista específica de PS4 atribuye el desarrollo a esta compañía. | La ficha comercial de Steam confirma la desarrolladora de la obra, no necesariamente el port de PS4. | Wikidata registra la compañía como desarrolladora.",No propagar a ports o compilaciones sin comprobar sus créditos propios.,,CUSA11388_00,,,Blizzard Entertainment,blizzard-entertainment,official,2026-09-05,company-credit-ps4-pal-high-additions-1,READY_ADD_MISSING
ps4-dirt-5-day-one-edition,Dirt 5 [Day One Edition],PAL España,standard,dirt 5,dirt 5,EDITION_VARIANT,DEVELOPER,developer,Codemasters,codemasters,Codemasters,EXACT_NAME_OR_ALIAS,,ADD_MISSING,HIGH,NO,GAME_WORK | GAME_WORK_OR_PS4_RELEASE | PS4_RELEASE,3,LAUNCHBOX_GAMES_DB | STEAM_STORE | WIKIPEDIA_PS4_LIST,B_OTHER_PLATFORM | B_PS4_RELEASE | C_DISCOVERY,https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L) | https://store.steampowered.com/app/1038250 | https://gamesdb.launchbox-app.com/games/details/207992,"La lista específica de PS4 atribuye el desarrollo a esta compañía. | La ficha comercial de Steam confirma la desarrolladora de la obra, no necesariamente el port de PS4. | LaunchBox registra esta desarrolladora para su ficha de PS4.",No propagar a ports o compilaciones sin comprobar sus créditos propios.,,,,,Codemasters,codemasters,official,2026-09-05,company-credit-ps4-pal-high-additions-1,READY_ADD_MISSING
ps4-dirt-5-limited-edition,Dirt 5 [Limited Edition],PAL España,standard,dirt 5,dirt 5,EDITION_VARIANT,DEVELOPER,developer,Codemasters,codemasters,Codemasters,EXACT_NAME_OR_ALIAS,,ADD_MISSING,HIGH,NO,GAME_WORK | GAME_WORK_OR_PS4_RELEASE | PS4_RELEASE,3,LAUNCHBOX_GAMES_DB | STEAM_STORE | WIKIPEDIA_PS4_LIST,B_OTHER_PLATFORM | B_PS4_RELEASE | C_DISCOVERY,https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L) | https://store.steampowered.com/app/1038250 | https://gamesdb.launchbox-app.com/games/details/207992,"La lista específica de PS4 atribuye el desarrollo a esta compañía. | La ficha comercial de Steam confirma la desarrolladora de la obra, no necesariamente el port de PS4. | LaunchBox registra esta desarrolladora para su ficha de PS4.",No propagar a ports o compilaciones sin comprobar sus créditos propios.,,,,,Codemasters,codemasters,official,2026-09-05,company-credit-ps4-pal-high-additions-1,READY_ADD_MISSING
ps4-disciples-liberation,Disciples Liberation,PAL España,standard,disciples liberation,disciples liberation,GAME_OR_UNKNOWN,DEVELOPER,developer,Frima Studio,frima-studio,Frima Studio,EXACT_NAME_OR_ALIAS,,ADD_MISSING,HIGH,NO,GAME_WORK | GAME_WORK_OR_PS4_RELEASE | PS4_RELEASE,4,LAUNCHBOX_GAMES_DB | STEAM_STORE | WIKIDATA | WIKIPEDIA_PS4_LIST,B_OTHER_PLATFORM | B_PS4_RELEASE | C_DISCOVERY,https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L) | https://store.steampowered.com/app/1287840 | https://www.wikidata.org/wiki/Q109004139 | https://gamesdb.launchbox-app.com/games/details/216621,"La lista específica de PS4 atribuye el desarrollo a esta compañía. | La ficha comercial de Steam confirma la desarrolladora de la obra, no necesariamente el port de PS4. | Wikidata registra la compañía como desarrolladora. | LaunchBox registra esta desarrolladora para su ficha de PS4.",No propagar a ports o compilaciones sin comprobar sus créditos propios.,,,,,Frima Studio,frima-studio,official,2026-09-05,company-credit-ps4-pal-high-additions-1,READY_ADD_MISSING
